"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Protein FDR Confidence A4 Mascot"	"# Decoy Proteins A4 Mascot"	"Exp. q-value A4 Mascot"	"Score A4 Mascot"	"# Peptides A4 Mascot"	"Protein FDR Confidence B4 Mascot"	"# Decoy Proteins B4 Mascot"	"Exp. q-value B4 Mascot"	"Score B4 Mascot"	"# Peptides B4 Mascot"	"Protein FDR Confidence C4 Mascot"	"# Decoy Proteins C4 Mascot"	"Exp. q-value C4 Mascot"	"Score C4 Mascot"	"# Peptides C4 Mascot"	"Protein FDR Confidence D4 Mascot"	"# Decoy Proteins D4 Mascot"	"Exp. q-value D4 Mascot"	"Score D4 Mascot"	"# Peptides D4 Mascot"	"Protein FDR Confidence E4 Mascot"	"# Decoy Proteins E4 Mascot"	"Exp. q-value E4 Mascot"	"Score E4 Mascot"	"# Peptides E4 Mascot"	"Protein FDR Confidence F4 Mascot"	"# Decoy Proteins F4 Mascot"	"Exp. q-value F4 Mascot"	"Score F4 Mascot"	"# Peptides F4 Mascot"	"Protein FDR Confidence G4 Mascot"	"# Decoy Proteins G4 Mascot"	"Exp. q-value G4 Mascot"	"Score G4 Mascot"	"# Peptides G4 Mascot"	"Protein FDR Confidence H4 Mascot"	"# Decoy Proteins H4 Mascot"	"Exp. q-value H4 Mascot"	"Score H4 Mascot"	"# Peptides H4 Mascot"	"Protein FDR Confidence I4 Mascot"	"# Decoy Proteins I4 Mascot"	"Exp. q-value I4 Mascot"	"Score I4 Mascot"	"# Peptides I4 Mascot"
"False"	"IsMasterProtein"	"Q3K892"	"Alanine--tRNA ligase OS=Pseudomonas fluorescens (strain Pf0-1) GN=alaS PE=3 SV=1"	"21,395881006865"	"14"	"61"	"7"	"1"	"874"	"94,327"	"5,67"	"High"	"0"	"0"	"330,323271376665"	"10"	"High"	"0"	"0"	"88,1712994176104"	"6"	"High"	"0"	"0"	"124,591895915999"	"7"	"High"	"0"	"0"	"287,4103591965"	"12"	"High"	"0"	"0"	"165,397738494305"	"5"	""	""	""	""	""	"High"	"0"	"0"	"190,913515131162"	"6"	"High"	"0"	"0"	"215,775325282257"	"6"	""	""	""	""	""
"False"	"IsMasterProtein"	"Q9KHS6"	"DNA-binding protein HU-beta OS=Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5) GN=hupB PE=3 SV=1"	"61,1111111111111"	"4"	"125"	"4"	"1"	"90"	"9,1"	"9,7"	"High"	"0"	"0"	"329,003667427026"	"3"	"High"	"0"	"0"	"393,233584887973"	"3"	"High"	"0"	"0"	"357,903151753135"	"3"	"High"	"0"	"0"	"283,839343641444"	"4"	"High"	"0"	"0"	"690,550146296573"	"3"	"High"	"0"	"0"	"165,02"	"2"	"High"	"0"	"0"	"391,532857142857"	"2"	"High"	"0"	"0"	"435,489793338612"	"2"	"High"	"0"	"0"	"73,6"	"2"
"False"	"IsMasterProtein"	"A6W394"	"Elongation factor Tu OS=Marinomonas sp. (strain MWYL1) GN=tuf PE=3 SV=1"	"19,4103194103194"	"6"	"84"	"1"	"0"	"407"	"44,302"	"5,02"	"High"	"0"	"0"	"323,900313385617"	"6"	"High"	"0"	"0"	"247,27957509155"	"4"	"High"	"0"	"0"	"331,631486096668"	"4"	"High"	"0"	"0"	"283,979090487066"	"5"	"High"	"0"	"0"	"187,066026727861"	"4"	"High"	"0"	"0"	"115,98"	"2"	"High"	"0"	"0"	"207,707287545775"	"3"	"High"	"0"	"0"	"305,954808875087"	"4"	"High"	"0"	"0"	"90,72"	"1"
"False"	"IsMasterProtein"	"P48668"	"Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3"	"54,4326241134752"	"34"	"396"	"1"	"1"	"564"	"59,988"	"8"	"High"	"0"	"0"	"323,053525257709"	"10"	"High"	"0"	"0"	"345,807790431109"	"10"	"High"	"0"	"0"	"257,964007147718"	"8"	"High"	"0"	"0"	"309,148181818182"	"8"	"High"	"0"	"0"	"2092,04127706177"	"25"	"High"	"0"	"0"	"1794,56551695619"	"26"	"High"	"0"	"0"	"1522,10401324636"	"20"	"High"	"0"	"0"	"1668,5429984803"	"20"	"High"	"0"	"0"	"2499,17328817542"	"28"
"False"	"IsMasterProtein"	"C3K6G5"	"Probable cytosol aminopeptidase OS=Pseudomonas fluorescens (strain SBW25) GN=pepA PE=3 SV=1"	"28,2258064516129"	"9"	"46"	"7"	"1"	"496"	"52,403"	"7,66"	"High"	"0"	"0"	"319,11"	"5"	"High"	"0"	"0"	"231,17"	"5"	"High"	"0"	"0"	"246,2"	"7"	"High"	"0"	"0"	"332,594860131662"	"8"	"High"	"0"	"0"	"240,053333333333"	"4"	""	""	""	""	""	"High"	"0"	"0"	"138,893333333333"	"4"	"High"	"0"	"0"	"281,43414984476"	"5"	""	""	""	""	""
"False"	"IsMasterProtein"	"B1J2Y8"	"Adenosylhomocysteinase OS=Pseudomonas putida (strain W619) GN=ahcY PE=3 SV=1"	"25,3731343283582"	"9"	"36"	"2"	"1"	"469"	"51,358"	"5,55"	"High"	"0"	"0"	"318,560951511878"	"8"	"High"	"0"	"0"	"89,07"	"3"	"High"	"0"	"0"	"195,083851594245"	"4"	"High"	"0"	"0"	"92,592875074228"	"3"	"High"	"0"	"0"	"124,92089251161"	"4"	""	""	""	""	""	"High"	"0"	"0"	"106,57"	"3"	"High"	"0"	"0"	"112,593333333333"	"4"	""	""	""	""	""
"False"	"IsMasterProtein"	"Q6EIZ1"	"Keratin, type II cytoskeletal 2 epidermal OS=Canis lupus familiaris GN=KRT2 PE=2 SV=1"	"18,1674565560821"	"16"	"435"	"5"	"0"	"633"	"64,526"	"7,74"	"High"	"0"	"0"	"317,742271653934"	"6"	"High"	"0"	"0"	"348,990854344634"	"4"	"High"	"0"	"0"	"388,882509881304"	"6"	"High"	"0"	"0"	"305,284221663491"	"7"	"High"	"0"	"0"	"2604,12569553491"	"12"	"High"	"0"	"0"	"2532,64739695499"	"11"	"High"	"0"	"0"	"1728,57991528011"	"8"	"High"	"0"	"0"	"1838,14988022698"	"8"	"High"	"0"	"0"	"2965,15350696544"	"14"
"False"	"IsMasterProtein"	"Q48KA5"	"Glutamate--tRNA ligase OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) GN=gltX PE=3 SV=1"	"25,3549695740365"	"10"	"41"	"2"	"1"	"493"	"56,484"	"6,04"	"High"	"0"	"0"	"317,135955620136"	"7"	"High"	"0"	"0"	"138,551624935797"	"6"	"High"	"0"	"0"	"302,87615942586"	"8"	"High"	"0"	"0"	"293,672857142857"	"6"	"High"	"0"	"0"	"119,37"	"2"	""	""	""	""	""	"High"	"0"	"0"	"107,506666666667"	"2"	"High"	"0"	"0"	"168,37"	"2"	""	""	""	""	""
"False"	"IsMasterProtein"	"C3JYJ9"	"ATP-dependent Clp protease ATP-binding subunit ClpX OS=Pseudomonas fluorescens (strain SBW25) GN=clpX PE=3 SV=1"	"58,3138173302108"	"18"	"67"	"16"	"1"	"427"	"46,924"	"5,21"	"High"	"0"	"0"	"312,691841994948"	"12"	"High"	"0"	"0"	"332,389212483908"	"8"	"High"	"0"	"0"	"314,782876906433"	"10"	"High"	"0"	"0"	"287,776666666667"	"10"	"High"	"0"	"0"	"131,475064652845"	"5"	""	""	""	""	""	"High"	"0"	"0"	"259,141907498684"	"9"	"High"	"0"	"0"	"195,067305672753"	"5"	""	""	""	""	""
"False"	"IsMasterProtein"	"A4XYD6"	"Polyribonucleotide nucleotidyltransferase OS=Pseudomonas mendocina (strain ymp) GN=pnp PE=3 SV=2"	"14,2450142450142"	"9"	"57"	"0"	"0"	"702"	"75,449"	"5,24"	"High"	"0"	"0"	"309,870630609324"	"8"	"High"	"0"	"0"	"284,483479734574"	"7"	"High"	"0"	"0"	"285,933815833115"	"7"	"High"	"0"	"0"	"164,371511845317"	"5"	"High"	"0"	"0"	"185,837693183413"	"6"	""	""	""	""	""	"High"	"0"	"0"	"132,83938959981"	"4"	"High"	"0"	"0"	"180,052991436085"	"4"	"High"	"0"	"0"	"65,92"	"1"
"False"	"IsMasterProtein"	"Q48E62"	"Chaperone protein DnaK OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) GN=dnaK PE=3 SV=1"	"26,1755485893417"	"12"	"83"	"4"	"1"	"638"	"68,789"	"4,96"	"High"	"0"	"0"	"308,958754104711"	"10"	"High"	"0"	"0"	"258,203165746883"	"8"	"High"	"0"	"0"	"219,016955544016"	"10"	"High"	"0"	"0"	"237,449944790733"	"6"	"High"	"0"	"0"	"646,52034100066"	"9"	""	""	""	""	""	"High"	"0"	"0"	"164,856120460373"	"6"	"High"	"0"	"0"	"501,261205782589"	"10"	"High"	"0"	"0"	"70,7366666666667"	"3"
"False"	"IsMasterProtein"	"C3K1K0"	"GMP synthase [glutamine-hydrolyzing] OS=Pseudomonas fluorescens (strain SBW25) GN=guaA PE=3 SV=1"	"48,7619047619048"	"18"	"70"	"16"	"1"	"525"	"58,398"	"5,71"	"High"	"0"	"0"	"305,907694447823"	"12"	"High"	"0"	"0"	"328,29"	"8"	"High"	"0"	"0"	"303,405274319495"	"8"	"High"	"0"	"0"	"491,986768629199"	"12"	"High"	"0"	"0"	"245,721428571429"	"4"	""	""	""	""	""	"High"	"0"	"0"	"198,975148593214"	"7"	"High"	"0"	"0"	"285,317934018648"	"5"	""	""	""	""	""
"False"	"IsMasterProtein"	"C5BQ44"	"Elongation factor Tu OS=Teredinibacter turnerae (strain ATCC 39867 / T7901) GN=tuf PE=3 SV=1"	"17,6904176904177"	"6"	"76"	"0"	"0"	"407"	"44,251"	"4,88"	"High"	"0"	"0"	"305,362727272727"	"6"	"High"	"0"	"0"	"228,037142857143"	"4"	"High"	"0"	"0"	"280,255454545455"	"3"	"High"	"0"	"0"	"262,584544408819"	"5"	"High"	"0"	"0"	"171,464052049934"	"3"	"High"	"0"	"0"	"115,98"	"2"	"High"	"0"	"0"	"185,462857142857"	"2"	"High"	"0"	"0"	"305,954808875087"	"4"	"High"	"0"	"0"	"90,72"	"1"
"False"	"IsMasterProtein"	"P22248"	"Glutamine synthetase OS=Azotobacter vinelandii GN=glnA PE=3 SV=1"	"21,4132762312634"	"8"	"55"	"2"	"1"	"467"	"51,714"	"5,25"	"High"	"0"	"0"	"303,290108628382"	"6"	"High"	"0"	"0"	"302,71918493243"	"7"	"High"	"0"	"0"	"293,80555963723"	"6"	"High"	"0"	"0"	"277,690405287265"	"6"	"High"	"0"	"0"	"306,898796957976"	"4"	""	""	""	""	""	"High"	"0"	"0"	"188,549434802139"	"4"	"High"	"0"	"0"	"223,84616009502"	"5"	"High"	"25"	"0,0082855321861058"	"42,95"	"1"
"False"	"IsMasterProtein"	"Q2S8Z8"	"Elongation factor Tu OS=Hahella chejuensis (strain KCTC 2396) GN=tuf1 PE=3 SV=1"	"20,1511335012594"	"6"	"94"	"0"	"0"	"397"	"43,216"	"5,2"	"High"	"0"	"0"	"302,618041771581"	"5"	"High"	"0"	"0"	"219,478103042535"	"5"	"High"	"0"	"0"	"280,255454545455"	"4"	"High"	"0"	"0"	"261,210254652431"	"5"	"High"	"0"	"0"	"303,912151918731"	"4"	"High"	"0"	"0"	"115,98"	"2"	"High"	"0"	"0"	"246,388083021981"	"3"	"High"	"0"	"0"	"385,143665393699"	"5"	"High"	"0"	"0"	"90,72"	"1"
"False"	"IsMasterProtein"	"C3K249"	"Glucose-6-phosphate isomerase OS=Pseudomonas fluorescens (strain SBW25) GN=pgi PE=3 SV=1"	"30,5054151624549"	"13"	"47"	"6"	"1"	"554"	"61,384"	"6,8"	"High"	"0"	"0"	"300,366104500609"	"10"	"High"	"0"	"0"	"196,142857142857"	"7"	"High"	"0"	"0"	"173,306106347853"	"6"	"High"	"0"	"0"	"246,256212211037"	"9"	"High"	"0"	"0"	"104,11"	"2"	""	""	""	""	""	"High"	"0"	"0"	"89,3121378076325"	"4"	"High"	"0"	"0"	"196,817129222045"	"6"	""	""	""	""	""
"False"	"IsMasterProtein"	"P04259"	"Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5"	"54,2553191489362"	"33"	"439"	"2"	"1"	"564"	"60,03"	"8"	"High"	"0"	"0"	"298,235376442656"	"8"	"High"	"0"	"0"	"383,133100304934"	"9"	"High"	"0"	"0"	"264,809491295412"	"7"	"High"	"0"	"0"	"312,58"	"7"	"High"	"0"	"0"	"2392,6614523897"	"25"	"High"	"0"	"0"	"2003,77067848159"	"27"	"High"	"0"	"0"	"1762,48223880449"	"20"	"High"	"0"	"0"	"1841,34534325078"	"18"	"High"	"0"	"0"	"2816,1261461544"	"27"
"False"	"IsMasterProtein"	"Q3KH92"	"Enolase OS=Pseudomonas fluorescens (strain Pf0-1) GN=eno PE=3 SV=1"	"31,4685314685315"	"8"	"66"	"2"	"1"	"429"	"45,513"	"5,08"	"High"	"0"	"0"	"295,673637725185"	"4"	"High"	"0"	"0"	"242,814397387321"	"5"	"High"	"0"	"0"	"310,373214913657"	"5"	"High"	"0"	"0"	"387,487468553791"	"5"	"High"	"0"	"0"	"258,933938795037"	"4"	"High"	"0"	"0"	"112,450525822919"	"2"	"High"	"0"	"0"	"354,516546250649"	"7"	"High"	"0"	"0"	"303,56962499113"	"5"	"High"	"10"	"0,003725782414307"	"48,18"	"1"
"False"	"IsMasterProtein"	"Q3KF35"	"Glutamate--tRNA ligase OS=Pseudomonas fluorescens (strain Pf0-1) GN=gltX PE=3 SV=2"	"27,1805273833671"	"11"	"44"	"3"	"1"	"493"	"56,207"	"5,62"	"High"	"0"	"0"	"295,521511175691"	"7"	"High"	"0"	"0"	"180,457079414292"	"9"	"High"	"0"	"0"	"309,563937203638"	"8"	"High"	"0"	"0"	"229,236305526205"	"6"	"High"	"0"	"0"	"119,37"	"2"	""	""	""	""	""	"High"	"0"	"0"	"107,506666666667"	"2"	"High"	"0"	"0"	"168,37"	"2"	""	""	""	""	""
"False"	"IsMasterProtein"	"Q4FZU2"	"Keratin, type II cytoskeletal 6A OS=Rattus norvegicus GN=Krt6a PE=1 SV=1"	"15,9420289855072"	"11"	"272"	"1"	"0"	"552"	"59,213"	"7,94"	"High"	"0"	"0"	"295,176047911256"	"4"	"High"	"0"	"0"	"280,163209955121"	"4"	"High"	"0"	"0"	"290,193499216677"	"5"	"High"	"0"	"0"	"246,007224452543"	"3"	"High"	"0"	"0"	"1723,74513577095"	"7"	"High"	"0"	"0"	"1376,17623170584"	"7"	"High"	"0"	"0"	"1072,00938486381"	"5"	"High"	"0"	"0"	"1119,20378702201"	"4"	"High"	"0"	"0"	"1732,27268451439"	"10"
"False"	"IsMasterProtein"	"Q29S21"	"Keratin, type II cytoskeletal 7 OS=Bos taurus GN=KRT7 PE=2 SV=1"	"11,8025751072961"	"7"	"184"	"2"	"0"	"466"	"51,546"	"5,97"	"High"	"0"	"0"	"292,816656220299"	"3"	"High"	"0"	"0"	"238,650783028571"	"3"	"High"	"0"	"0"	"251,899665824576"	"3"	"High"	"0"	"0"	"234,822391248189"	"3"	"High"	"0"	"0"	"1444,00778892211"	"5"	"High"	"0"	"0"	"881,933151698191"	"3"	"High"	"0"	"0"	"847,648314000518"	"2"	"High"	"0"	"0"	"911,083323642893"	"3"	"High"	"0"	"0"	"1129,69271009637"	"5"
"False"	"IsMasterProtein"	"P50446"	"Keratin, type II cytoskeletal 6A OS=Mus musculus GN=Krt6a PE=1 SV=3"	"25,6781193490054"	"19"	"260"	"2"	"0"	"553"	"59,299"	"7,94"	"High"	"0"	"0"	"291,075786609549"	"4"	"High"	"0"	"0"	"229,838385602981"	"4"	"High"	"0"	"0"	"264,376434636032"	"5"	"High"	"0"	"0"	"227,04646821775"	"3"	"High"	"0"	"0"	"1753,55610261592"	"11"	"High"	"0"	"0"	"1353,43928839065"	"14"	"High"	"0"	"0"	"1102,98639431124"	"8"	"High"	"0"	"0"	"1147,07876099501"	"8"	"High"	"0"	"0"	"1733,70632609077"	"16"
"False"	"IsMasterProtein"	"C3K4J5"	"Phosphoenolpyruvate carboxykinase (ATP) OS=Pseudomonas fluorescens (strain SBW25) GN=pckA PE=3 SV=1"	"31,5789473684211"	"9"	"40"	"3"	"1"	"513"	"55,324"	"5,53"	"High"	"0"	"0"	"290,87"	"6"	"High"	"0"	"0"	"252,66"	"5"	"High"	"0"	"0"	"276,943333333333"	"5"	"High"	"0"	"0"	"352,502552295419"	"6"	"High"	"0"	"0"	"311,37"	"4"	""	""	""	""	""	"High"	"0"	"0"	"84,06"	"1"	"High"	"0"	"0"	"209,46"	"3"	"High"	"10"	"0,003725782414307"	"46,31"	"1"
"False"	"IsMasterProtein"	"C3KE40"	"Glycine--tRNA ligase beta subunit OS=Pseudomonas fluorescens (strain SBW25) GN=glyS PE=3 SV=1"	"29,3859649122807"	"15"	"61"	"15"	"1"	"684"	"74,833"	"5,53"	"High"	"0"	"0"	"287,265255990205"	"13"	"High"	"0"	"0"	"163,335"	"6"	"High"	"0"	"0"	"217,215879861161"	"9"	"High"	"0"	"0"	"149,833618797534"	"6"	"High"	"0"	"0"	"246,461764591843"	"6"	""	""	""	""	""	"High"	"0"	"0"	"182,595"	"6"	"High"	"0"	"0"	"207,91681172424"	"6"	""	""	""	""	""
"False"	"IsMasterProtein"	"C3JYK1"	"Trigger factor OS=Pseudomonas fluorescens (strain SBW25) GN=tig PE=3 SV=1"	"46,1009174311927"	"14"	"60"	"7"	"1"	"436"	"48,316"	"4,82"	"High"	"0"	"0"	"286,633665780577"	"8"	"High"	"0"	"0"	"330,773333333333"	"8"	"High"	"0"	"0"	"89,7633333333333"	"5"	"High"	"0"	"0"	"209,856666666667"	"7"	"High"	"0"	"0"	"341,408244083114"	"8"	""	""	""	""	""	"High"	"0"	"0"	"354,02"	"8"	"High"	"0"	"0"	"193,963228631794"	"5"	"High"	"24"	"0,0082855321861058"	"45,42"	"1"
"False"	"IsMasterProtein"	"C3K2Y2"	"DNA-directed RNA polymerase subunit beta' OS=Pseudomonas fluorescens (strain SBW25) GN=rpoC PE=3 SV=1"	"35,6683345246605"	"37"	"107"	"35"	"1"	"1399"	"154,528"	"7,2"	"High"	"0"	"0"	"282,373958019859"	"16"	"High"	"0"	"0"	"165,341636249621"	"12"	"High"	"0"	"0"	"258,212201191931"	"9"	"High"	"0"	"0"	"371,530808747037"	"13"	"High"	"0"	"0"	"541,114693856598"	"20"	""	""	""	""	""	"High"	"0"	"0"	"396,28292222476"	"18"	"High"	"0"	"0"	"317,768162872311"	"12"	""	""	""	""	""
"False"	"IsMasterProtein"	"Q8BGZ7"	"Keratin, type II cytoskeletal 75 OS=Mus musculus GN=Krt75 PE=1 SV=1"	"19,0562613430127"	"13"	"204"	"1"	"0"	"551"	"59,704"	"8,31"	"High"	"0"	"0"	"280,289914943774"	"3"	"High"	"0"	"0"	"213,295300999593"	"2"	"High"	"0"	"0"	"242,446959094844"	"4"	"High"	"0"	"0"	"227,04646821775"	"3"	"High"	"0"	"0"	"1479,02714304027"	"7"	"High"	"0"	"0"	"1039,12757037822"	"9"	"High"	"0"	"0"	"877,057364844718"	"4"	"High"	"0"	"0"	"919,675042256623"	"4"	"High"	"0"	"0"	"1253,69164809554"	"11"
"False"	"IsMasterProtein"	"Q88RB9"	"5-aminovalerate aminotransferase DavT OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) GN=davT PE=1 SV=1"	"13,1764705882353"	"5"	"29"	"4"	"1"	"425"	"44,796"	"6,2"	"High"	"0"	"0"	"279,75"	"4"	"High"	"0"	"0"	"181,8"	"2"	"High"	"0"	"0"	"210,51"	"3"	"High"	"0"	"0"	"133,11"	"1"	"High"	"0"	"0"	"214,1"	"4"	""	""	""	""	""	"High"	"0"	"0"	"169,953333333333"	"3"	"High"	"0"	"0"	"281,553874766093"	"4"	""	""	""	""	""
"False"	"IsMasterProtein"	"Q48D61"	"DNA-directed RNA polymerase subunit alpha OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) GN=rpoA PE=3 SV=1"	"42,3423423423423"	"11"	"69"	"1"	"1"	"333"	"36,651"	"5,03"	"High"	"0"	"0"	"279,428337944089"	"8"	"High"	"0"	"0"	"288,323197273982"	"6"	"High"	"0"	"0"	"277,758571428571"	"6"	"High"	"0"	"0"	"321,433347596431"	"8"	"High"	"0"	"0"	"368,220043503322"	"7"	"High"	"2"	"0,000873362445414847"	"56,72"	"2"	"High"	"0"	"0"	"211,365286013545"	"5"	"High"	"0"	"0"	"228,143188821086"	"5"	"High"	"0"	"0"	"79,2902907050806"	"2"
"False"	"IsMasterProtein"	"C3K6J9"	"Cytidylate kinase OS=Pseudomonas fluorescens (strain SBW25) GN=cmk PE=3 SV=1"	"40,6113537117904"	"7"	"38"	"6"	"1"	"229"	"24,78"	"5,38"	"High"	"0"	"0"	"278,928437841395"	"5"	"High"	"0"	"0"	"344,557371068031"	"6"	"High"	"0"	"0"	"292,246575968064"	"7"	"High"	"0"	"0"	"278,497820911631"	"7"	"High"	"0"	"0"	"94,22"	"3"	""	""	""	""	""	"High"	"0"	"0"	"73,41"	"2"	"High"	"0"	"0"	"104,886670637621"	"2"	""	""	""	""	""
"False"	"IsMasterProtein"	"Q08D91"	"Keratin, type II cytoskeletal 75 OS=Bos taurus GN=KRT75 PE=2 SV=1"	"20,8103130755064"	"14"	"209"	"5"	"0"	"543"	"59"	"7,65"	"High"	"0"	"0"	"277,324735853678"	"3"	"High"	"0"	"0"	"233,092023885296"	"3"	"High"	"0"	"0"	"215,351919113317"	"3"	"High"	"0"	"0"	"231,609057914856"	"3"	"High"	"0"	"0"	"1528,58626233371"	"9"	"High"	"0"	"0"	"1067,86825859201"	"9"	"High"	"0"	"0"	"903,297350416517"	"5"	"High"	"0"	"0"	"922,618625666646"	"3"	"High"	"0"	"0"	"1242,90401260075"	"10"
"False"	"IsMasterProtein"	"Q848I4"	"Glucose-6-phosphate isomerase OS=Pseudomonas fluorescens GN=pgi PE=3 SV=1"	"19,1335740072202"	"8"	"43"	"1"	"1"	"554"	"61,486"	"6,77"	"High"	"0"	"0"	"274,657408698256"	"8"	"High"	"0"	"0"	"148,39"	"6"	"High"	"0"	"0"	"154,124460976086"	"6"	"High"	"0"	"0"	"208,558942574077"	"7"	"High"	"0"	"0"	"125,22"	"3"	""	""	""	""	""	"High"	"0"	"0"	"80,7433333333333"	"3"	"High"	"0"	"0"	"201,486526311252"	"5"	""	""	""	""	""
"False"	"IsMasterProtein"	"Q3K612"	"DNA-directed RNA polymerase subunit alpha OS=Pseudomonas fluorescens (strain Pf0-1) GN=rpoA PE=3 SV=1"	"44,4444444444444"	"11"	"65"	"1"	"1"	"333"	"36,609"	"5,03"	"High"	"0"	"0"	"273,836957663712"	"8"	"High"	"0"	"0"	"266,736164016372"	"5"	"High"	"0"	"0"	"277,758571428571"	"5"	"High"	"0"	"0"	"302,445754607641"	"7"	"High"	"0"	"0"	"368,220043503322"	"7"	"High"	"2"	"0,000873362445414847"	"56,72"	"2"	"High"	"0"	"0"	"211,365286013545"	"5"	"High"	"0"	"0"	"228,143188821086"	"5"	"High"	"0"	"0"	"79,2902907050806"	"2"
"False"	"IsMasterProtein"	"Q27710"	"Catalase OS=Onchocerca volvulus endobacterium GN=cat PE=2 SV=1"	"32,7800829875519"	"11"	"54"	"4"	"1"	"482"	"53,667"	"6,98"	"High"	"0"	"0"	"270,356666666667"	"7"	"High"	"0"	"0"	"202,215555555556"	"6"	"High"	"0"	"0"	"283,83"	"7"	"High"	"0"	"0"	"240,27"	"8"	"High"	"0"	"0"	"82,9266666666667"	"2"	""	""	""	""	""	"High"	"0"	"0"	"118,65"	"2"	"High"	"0"	"0"	"155,19"	"4"	""	""	""	""	""
"False"	"IsMasterProtein"	"Q4KH98"	"Proline--tRNA ligase OS=Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5) GN=proS PE=3 SV=1"	"28,5464098073555"	"12"	"70"	"8"	"1"	"571"	"63,105"	"5,44"	"High"	"0"	"0"	"269,551610779648"	"10"	"High"	"0"	"0"	"145,792206435637"	"7"	"High"	"0"	"0"	"179,808086471598"	"8"	"High"	"0"	"0"	"178,143833725025"	"6"	"High"	"0"	"0"	"347,403675323425"	"8"	"High"	"8"	"0,00307337687283903"	"41,57"	"1"	"High"	"0"	"0"	"173,908225213995"	"7"	"High"	"0"	"0"	"314,382067671035"	"7"	"High"	"26"	"0,0082855321861058"	"39,22"	"1"
"False"	"IsMasterProtein"	"C3KBZ2"	"Argininosuccinate synthase OS=Pseudomonas fluorescens (strain SBW25) GN=argG PE=3 SV=1"	"31,6049382716049"	"8"	"45"	"6"	"1"	"405"	"45,33"	"5,55"	"High"	"0"	"0"	"265,6767045279"	"6"	"High"	"0"	"0"	"212,779967209914"	"5"	"High"	"0"	"0"	"194,299123951778"	"7"	"High"	"0"	"0"	"175,173122060631"	"6"	"High"	"0"	"0"	"233,479576525117"	"3"	""	""	""	""	""	"High"	"0"	"0"	"100,561427080806"	"3"	"High"	"0"	"0"	"158,401200838841"	"4"	""	""	""	""	""
"False"	"IsMasterProtein"	"C3K6H5"	"2-dehydro-3-deoxyphosphooctonate aldolase OS=Pseudomonas fluorescens (strain SBW25) GN=kdsA PE=3 SV=1"	"36,6548042704626"	"8"	"27"	"2"	"0"	"281"	"30,777"	"5,4"	"High"	"0"	"0"	"265,6258503564"	"5"	"High"	"0"	"0"	"178,309206952466"	"6"	"High"	"0"	"0"	"191,027460310923"	"5"	"High"	"0"	"0"	"248,628429915316"	"6"	"High"	"26"	"0,00295959021058623"	"43,82"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"IsMasterProtein"	"Q0VSB5"	"Ketol-acid reductoisomerase (NADP(+)) OS=Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2) GN=ilvC PE=3 SV=2"	"16,2721893491124"	"4"	"57"	"1"	"1"	"338"	"36,274"	"5,24"	"High"	"0"	"0"	"263,901859007312"	"4"	"High"	"0"	"0"	"268,01"	"3"	"High"	"0"	"0"	"226,24228244972"	"3"	"High"	"0"	"0"	"262,275827925727"	"3"	"High"	"0"	"0"	"233,603834905515"	"3"	"High"	"1"	"0,000700770847932726"	"60,88"	"1"	"High"	"0"	"0"	"177,073315164972"	"3"	"High"	"0"	"0"	"220,179524478521"	"3"	"High"	"0"	"0"	"67,81"	"2"
"False"	"IsMasterProtein"	"B0KIS5"	"Chaperone protein DnaK OS=Pseudomonas putida (strain GB-1) GN=dnaK PE=3 SV=1"	"18,8767550702028"	"10"	"50"	"1"	"1"	"641"	"68,556"	"4,98"	"High"	"0"	"0"	"263,778910400942"	"9"	"High"	"0"	"0"	"236,872136364003"	"6"	"High"	"0"	"0"	"249,940765884996"	"7"	"High"	"0"	"0"	"179,378849458108"	"5"	"High"	"0"	"0"	"427,956514744402"	"6"	""	""	""	""	""	"High"	"9"	"0,00119221088885945"	"48,6796722762238"	"3"	"High"	"0"	"0"	"241,924415445913"	"4"	"High"	"26"	"0,0082855321861058"	"39,46"	"1"
